year,level_1,level_2,level_3,level_4,value
1995,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,38.5
1995,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,5.8
1995,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,9.4
1995,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,3.9
1995,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,2.4
1995,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,1.4
1995,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Managers & Administrators,Services,Business Services,Real Estate Services,na
1995,Managers & Administrators,Services,Business Services,Professional Services,na
1995,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1995,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1995,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,na
1995,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Working Proprietors,Services,Business Services,Real Estate Services,na
1995,Working Proprietors,Services,Business Services,Professional Services,na
1995,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1995,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1995,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,na
1995,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Professionals,Services,Business Services,Real Estate Services,1.6
1995,Professionals,Services,Business Services,Professional Services,13.4
1995,Professionals,Services,Business Services,Administrative & Support Services,0.8
1995,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,33.9
1995,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,5.4
1995,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,15.1
1995,Associate Professionals & Technicians,Services,Business Services,Professional Services,17.7
1995,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,3.4
1995,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,23.1
1995,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,16.1
1995,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Clerical Support Workers,Services,Business Services,Real Estate Services,7.4
1995,Clerical Support Workers,Services,Business Services,Professional Services,17.3
1995,Clerical Support Workers,Services,Business Services,Administrative & Support Services,7.2
1995,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,14.5
1995,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,6.4
1995,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Service & Sales Workers,Services,Business Services,Real Estate Services,1.1
1995,Service & Sales Workers,Services,Business Services,Professional Services,1
1995,Service & Sales Workers,Services,Business Services,Administrative & Support Services,9.6
1995,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,12.6
1995,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,4
1995,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,2.5
1995,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,3.4
1995,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,0.7
1995,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.4
1995,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
1995,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.7
1995,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,1.7
1995,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,2.6
1995,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.9
1995,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
1995,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,11.8
1995,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,2.6
1995,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,3.2
1995,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,4.4
1995,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.7
1995,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
1995,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
1995,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
1995,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,59
1995,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
1995,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,na
1996,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,na
1996,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
1996,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,na
1996,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
1996,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
1996,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
1996,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,na
1996,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Managers & Administrators,Services,Business Services,Real Estate Services,na
1996,Managers & Administrators,Services,Business Services,Professional Services,na
1996,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1996,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Working Proprietors,Services,Business Services,Real Estate Services,na
1996,Working Proprietors,Services,Business Services,Professional Services,na
1996,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1996,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Professionals,Services,Business Services,Real Estate Services,na
1996,Professionals,Services,Business Services,Professional Services,na
1996,Professionals,Services,Business Services,Administrative & Support Services,na
1996,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
1996,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
1996,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
1996,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Clerical Support Workers,Services,Business Services,Real Estate Services,na
1996,Clerical Support Workers,Services,Business Services,Professional Services,na
1996,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
1996,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Service & Sales Workers,Services,Business Services,Real Estate Services,na
1996,Service & Sales Workers,Services,Business Services,Professional Services,na
1996,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
1996,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
1996,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
1996,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
1996,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
1996,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
1996,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
1996,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,na
1996,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,na
1996,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,na
1996,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,na
1996,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,na
1996,Other Occupation Groups Nes,Services,Business Services,Professional Services,na
1996,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,na
1996,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1996,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,na
1997,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,na
1997,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
1997,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,na
1997,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
1997,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
1997,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
1997,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,na
1997,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Managers & Administrators,Services,Business Services,Real Estate Services,na
1997,Managers & Administrators,Services,Business Services,Professional Services,na
1997,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1997,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Working Proprietors,Services,Business Services,Real Estate Services,na
1997,Working Proprietors,Services,Business Services,Professional Services,na
1997,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1997,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Professionals,Services,Business Services,Real Estate Services,na
1997,Professionals,Services,Business Services,Professional Services,na
1997,Professionals,Services,Business Services,Administrative & Support Services,na
1997,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
1997,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
1997,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
1997,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Clerical Support Workers,Services,Business Services,Real Estate Services,na
1997,Clerical Support Workers,Services,Business Services,Professional Services,na
1997,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
1997,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Service & Sales Workers,Services,Business Services,Real Estate Services,na
1997,Service & Sales Workers,Services,Business Services,Professional Services,na
1997,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
1997,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
1997,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
1997,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
1997,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
1997,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
1997,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
1997,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,na
1997,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,na
1997,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,na
1997,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,na
1997,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,na
1997,Other Occupation Groups Nes,Services,Business Services,Professional Services,na
1997,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,na
1997,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1997,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,na
1998,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,na
1998,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
1998,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,172.8
1998,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,41.7
1998,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
1998,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
1998,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
1998,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,2.8
1998,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,1.3
1998,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Managers & Administrators,Services,Business Services,Real Estate Services,na
1998,Managers & Administrators,Services,Business Services,Professional Services,na
1998,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1998,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,2.5
1998,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,1
1998,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Working Proprietors,Services,Business Services,Real Estate Services,na
1998,Working Proprietors,Services,Business Services,Professional Services,na
1998,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1998,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.3
1998,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.3
1998,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Professionals,Services,Business Services,Real Estate Services,na
1998,Professionals,Services,Business Services,Professional Services,na
1998,Professionals,Services,Business Services,Administrative & Support Services,na
1998,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,47.5
1998,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,7.1
1998,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
1998,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
1998,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
1998,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,31.5
1998,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,18.6
1998,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Clerical Support Workers,Services,Business Services,Real Estate Services,na
1998,Clerical Support Workers,Services,Business Services,Professional Services,na
1998,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
1998,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,20.5
1998,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,7.4
1998,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Service & Sales Workers,Services,Business Services,Real Estate Services,na
1998,Service & Sales Workers,Services,Business Services,Professional Services,na
1998,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
1998,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,10.2
1998,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,2.6
1998,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
1998,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
1998,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
1998,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.3
1998,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.1
1998,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
1998,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
1998,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
1998,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,2.1
1998,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
1998,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,na
1998,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,na
1998,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,na
1998,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,4.7
1998,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.4
1998,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,na
1998,Other Occupation Groups Nes,Services,Business Services,Professional Services,na
1998,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,na
1998,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,52.3
1998,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
1998,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,na
1999,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,na
1999,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
1999,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,179
1999,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,44.5
