year,level_1,level_2,level_3,level_4,value
1995,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,4.5
1995,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,6.9
1995,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,3.4
1995,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.2
1995,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.3
1995,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,4.8
1995,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,5.8
1995,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,2.9
1995,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8
1995,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.9
1995,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,2.9
1995,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,3.9
1995,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,2.5
1995,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.9
1995,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
1995,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,1.9
1995,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,2
1995,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,1.7
1995,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,4.5
1995,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,1
1995,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,1.5
1995,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,1.4
1995,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,1.4
1995,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,3.3
1995,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.7
1995,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,0.7
1995,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,0.7
1995,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,1
1995,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,0.7
1995,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.5
1995,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1995,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,1.3
1995,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,0.4
1995,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,1.4
1995,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.2
1995,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.3
1995,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
1996,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
1996,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
1996,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,na
1996,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
1996,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
1996,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
1996,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
1997,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
1997,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
1997,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,na
1997,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
1997,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
1997,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
1997,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,na
1998,All Industries (Employed Male Residents),Services,Business Services,Professional Services,na
1998,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,na
1998,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,103.2
1998,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,10.4
1998,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12.7
1998,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0
1998,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,36.2
1998,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.2
1998,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.7
1998,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.4
1998,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.1
1998,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.1
1998,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.7
1998,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.2
1998,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.1
1998,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.5
1998,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.9
1998,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.2
1998,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,5.3
1998,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
1998,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1998,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1998,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,3
1998,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.9
1998,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
