year,level_1,level_2,value
2001,Male Employed Residents,60 - 64 Years,30.9
2001,Male Employed Residents,65 Years & Over,21.4
2001,Male Unemployed Residents,15 - 19 Years,0.7
2001,Male Unemployed Residents,20 - 24 Years,4
2001,Male Unemployed Residents,25 - 29 Years,5.3
2001,Male Unemployed Residents,30 - 34 Years,3.8
2001,Male Unemployed Residents,35 - 39 Years,4.8
2001,Male Unemployed Residents,40 - 44 Years,5.1
2001,Male Unemployed Residents,45 - 49 Years,5.4
2001,Male Unemployed Residents,50 - 54 Years,3.7
2001,Male Unemployed Residents,55 - 59 Years,1.9
2001,Male Unemployed Residents,60 - 64 Years,0.7
2001,Male Unemployed Residents,65 Years & Over,0.4
2001,Male Residents Outside The Labour Force,15 - 19 Years,94.3
2001,Male Residents Outside The Labour Force,20 - 24 Years,32.1
2001,Male Residents Outside The Labour Force,25 - 29 Years,6.1
2001,Male Residents Outside The Labour Force,30 - 34 Years,2.3
2001,Male Residents Outside The Labour Force,35 - 39 Years,2.3
2001,Male Residents Outside The Labour Force,40 - 44 Years,2.9
2001,Male Residents Outside The Labour Force,45 - 49 Years,4.8
2001,Male Residents Outside The Labour Force,50 - 54 Years,10.4
2001,Male Residents Outside The Labour Force,55 - 59 Years,15.2
2001,Male Residents Outside The Labour Force,60 - 64 Years,26.9
2001,Male Residents Outside The Labour Force,65 Years & Over,82.9
2002,Male Residents In The Labour Force,15 - 19 Years,14
2002,Male Residents In The Labour Force,20 - 24 Years,70.9
2002,Male Residents In The Labour Force,25 - 29 Years,106
2002,Male Residents In The Labour Force,30 - 34 Years,129.3
2002,Male Residents In The Labour Force,35 - 39 Years,157
2002,Male Residents In The Labour Force,40 - 44 Years,155.2
2002,Male Residents In The Labour Force,45 - 49 Years,135.8
2002,Male Residents In The Labour Force,50 - 54 Years,111.1
2002,Male Residents In The Labour Force,55 - 59 Years,58.4
2002,Male Residents In The Labour Force,60 - 64 Years,32.5
2002,Male Residents In The Labour Force,65 Years & Over,22.7
2002,Male Employed Residents,15 - 19 Years,13.2
2002,Male Employed Residents,20 - 24 Years,65.9
2002,Male Employed Residents,25 - 29 Years,98.5
2002,Male Employed Residents,30 - 34 Years,124.4
2002,Male Employed Residents,35 - 39 Years,149.7
2002,Male Employed Residents,40 - 44 Years,147.2
2002,Male Employed Residents,45 - 49 Years,127.3
2002,Male Employed Residents,50 - 54 Years,104
2002,Male Employed Residents,55 - 59 Years,54.5
2002,Male Employed Residents,60 - 64 Years,31
2002,Male Employed Residents,65 Years & Over,21.9
2002,Male Unemployed Residents,15 - 19 Years,0.8
2002,Male Unemployed Residents,20 - 24 Years,5
2002,Male Unemployed Residents,25 - 29 Years,7.5
2002,Male Unemployed Residents,30 - 34 Years,4.9
2002,Male Unemployed Residents,35 - 39 Years,7.3
2002,Male Unemployed Residents,40 - 44 Years,8
2002,Male Unemployed Residents,45 - 49 Years,8.5
2002,Male Unemployed Residents,50 - 54 Years,7
2002,Male Unemployed Residents,55 - 59 Years,3.9
2002,Male Unemployed Residents,60 - 64 Years,1.5
2002,Male Unemployed Residents,65 Years & Over,0.8
2002,Male Residents Outside The Labour Force,15 - 19 Years,95.1
2002,Male Residents Outside The Labour Force,20 - 24 Years,34.2
2002,Male Residents Outside The Labour Force,25 - 29 Years,6.6
2002,Male Residents Outside The Labour Force,30 - 34 Years,2.3
2002,Male Residents Outside The Labour Force,35 - 39 Years,2.8
2002,Male Residents Outside The Labour Force,40 - 44 Years,3.6
2002,Male Residents Outside The Labour Force,45 - 49 Years,4.5
2002,Male Residents Outside The Labour Force,50 - 54 Years,9.5
2002,Male Residents Outside The Labour Force,55 - 59 Years,15.2
2002,Male Residents Outside The Labour Force,60 - 64 Years,28.3
2002,Male Residents Outside The Labour Force,65 Years & Over,91.6
2003,Male Residents In The Labour Force,15 - 19 Years,14.7
2003,Male Residents In The Labour Force,20 - 24 Years,71.1
2003,Male Residents In The Labour Force,25 - 29 Years,105.1
2003,Male Residents In The Labour Force,30 - 34 Years,133.5
2003,Male Residents In The Labour Force,35 - 39 Years,149.8
2003,Male Residents In The Labour Force,40 - 44 Years,154.3
2003,Male Residents In The Labour Force,45 - 49 Years,142.2
2003,Male Residents In The Labour Force,50 - 54 Years,112.5
2003,Male Residents In The Labour Force,55 - 59 Years,67.2
2003,Male Residents In The Labour Force,60 - 64 Years,32.3
2003,Male Residents In The Labour Force,65 Years & Over,23.6
2003,Male Employed Residents,15 - 19 Years,14.1
2003,Male Employed Residents,20 - 24 Years,66.7
2003,Male Employed Residents,25 - 29 Years,97.4
2003,Male Employed Residents,30 - 34 Years,126.1
2003,Male Employed Residents,35 - 39 Years,141.8
2003,Male Employed Residents,40 - 44 Years,145.8
2003,Male Employed Residents,45 - 49 Years,134.5
2003,Male Employed Residents,50 - 54 Years,105.2
2003,Male Employed Residents,55 - 59 Years,63.1
2003,Male Employed Residents,60 - 64 Years,31.2
2003,Male Employed Residents,65 Years & Over,22.9
2003,Male Unemployed Residents,15 - 19 Years,0.6
2003,Male Unemployed Residents,20 - 24 Years,4.4
2003,Male Unemployed Residents,25 - 29 Years,7.8
2003,Male Unemployed Residents,30 - 34 Years,7.4
2003,Male Unemployed Residents,35 - 39 Years,8
2003,Male Unemployed Residents,40 - 44 Years,8.6
2003,Male Unemployed Residents,45 - 49 Years,7.6
2003,Male Unemployed Residents,50 - 54 Years,7.3
2003,Male Unemployed Residents,55 - 59 Years,4.1
2003,Male Unemployed Residents,60 - 64 Years,1.1
2003,Male Unemployed Residents,65 Years & Over,0.8
2003,Male Residents Outside The Labour Force,15 - 19 Years,102.5
2003,Male Residents Outside The Labour Force,20 - 24 Years,33
2003,Male Residents Outside The Labour Force,25 - 29 Years,6.7
2003,Male Residents Outside The Labour Force,30 - 34 Years,2
2003,Male Residents Outside The Labour Force,35 - 39 Years,2.8
2003,Male Residents Outside The Labour Force,40 - 44 Years,4.5
2003,Male Residents Outside The Labour Force,45 - 49 Years,5.9
2003,Male Residents Outside The Labour Force,50 - 54 Years,9.9
2003,Male Residents Outside The Labour Force,55 - 59 Years,18.2
2003,Male Residents Outside The Labour Force,60 - 64 Years,31.8
2003,Male Residents Outside The Labour Force,65 Years & Over,99.6
2004,Male Residents In The Labour Force,15 - 19 Years,15
2004,Male Residents In The Labour Force,20 - 24 Years,75.1
2004,Male Residents In The Labour Force,25 - 29 Years,104.7
2004,Male Residents In The Labour Force,30 - 34 Years,131.2
2004,Male Residents In The Labour Force,35 - 39 Years,138.5
2004,Male Residents In The Labour Force,40 - 44 Years,158.7
2004,Male Residents In The Labour Force,45 - 49 Years,147.1
2004,Male Residents In The Labour Force,50 - 54 Years,118.7
2004,Male Residents In The Labour Force,55 - 59 Years,74.2
2004,Male Residents In The Labour Force,60 - 64 Years,32.9
2004,Male Residents In The Labour Force,65 Years & Over,21.4
2004,Male Employed Residents,15 - 19 Years,14.1
2004,Male Employed Residents,20 - 24 Years,69.7
2004,Male Employed Residents,25 - 29 Years,97
2004,Male Employed Residents,30 - 34 Years,126.8
2004,Male Employed Residents,35 - 39 Years,132.1
2004,Male Employed Residents,40 - 44 Years,149.6
2004,Male Employed Residents,45 - 49 Years,139.2
2004,Male Employed Residents,50 - 54 Years,110.6
2004,Male Employed Residents,55 - 59 Years,69.7
2004,Male Employed Residents,60 - 64 Years,31.1
2004,Male Employed Residents,65 Years & Over,20.8
2004,Male Unemployed Residents,15 - 19 Years,0.8
2004,Male Unemployed Residents,20 - 24 Years,5.3
2004,Male Unemployed Residents,25 - 29 Years,7.7
2004,Male Unemployed Residents,30 - 34 Years,4.5
2004,Male Unemployed Residents,35 - 39 Years,6.5
2004,Male Unemployed Residents,40 - 44 Years,9
2004,Male Unemployed Residents,45 - 49 Years,7.9
2004,Male Unemployed Residents,50 - 54 Years,8.1
2004,Male Unemployed Residents,55 - 59 Years,4.5
2004,Male Unemployed Residents,60 - 64 Years,1.8
2004,Male Unemployed Residents,65 Years & Over,0.6
2004,Male Residents Outside The Labour Force,15 - 19 Years,106.2
2004,Male Residents Outside The Labour Force,20 - 24 Years,34.3
2004,Male Residents Outside The Labour Force,25 - 29 Years,8.8
2004,Male Residents Outside The Labour Force,30 - 34 Years,2.7
2004,Male Residents Outside The Labour Force,35 - 39 Years,3.2
2004,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2004,Male Residents Outside The Labour Force,45 - 49 Years,5.4
2004,Male Residents Outside The Labour Force,50 - 54 Years,8.7
2004,Male Residents Outside The Labour Force,55 - 59 Years,20.6
2004,Male Residents Outside The Labour Force,60 - 64 Years,29.9
2004,Male Residents Outside The Labour Force,65 Years & Over,101.7
2005,Male Residents In The Labour Force,15 - 19 Years,13.1
2005,Male Residents In The Labour Force,20 - 24 Years,66.5
2005,Male Residents In The Labour Force,25 - 29 Years,107.8
2005,Male Residents In The Labour Force,30 - 34 Years,133.3
2005,Male Residents In The Labour Force,35 - 39 Years,142.5
2005,Male Residents In The Labour Force,40 - 44 Years,156
2005,Male Residents In The Labour Force,45 - 49 Years,143
2005,Male Residents In The Labour Force,50 - 54 Years,116.5
2005,Male Residents In The Labour Force,55 - 59 Years,76.3
2005,Male Residents In The Labour Force,60 - 64 Years,31
2005,Male Residents In The Labour Force,65 Years & Over,24
2005,Male Employed Residents,15 - 19 Years,12.5
2005,Male Employed Residents,20 - 24 Years,61.2
2005,Male Employed Residents,25 - 29 Years,101.2
2005,Male Employed Residents,30 - 34 Years,128.4
2005,Male Employed Residents,35 - 39 Years,137.1
2005,Male Employed Residents,40 - 44 Years,150.1
2005,Male Employed Residents,45 - 49 Years,136.3
2005,Male Employed Residents,50 - 54 Years,110
2005,Male Employed Residents,55 - 59 Years,71.3
2005,Male Employed Residents,60 - 64 Years,29
2005,Male Employed Residents,65 Years & Over,22.7
2005,Male Unemployed Residents,15 - 19 Years,0.6
2005,Male Unemployed Residents,20 - 24 Years,5.3
2005,Male Unemployed Residents,25 - 29 Years,6.6
2005,Male Unemployed Residents,30 - 34 Years,4.9
2005,Male Unemployed Residents,35 - 39 Years,5.4
2005,Male Unemployed Residents,40 - 44 Years,6
2005,Male Unemployed Residents,45 - 49 Years,6.7
2005,Male Unemployed Residents,50 - 54 Years,6.4
2005,Male Unemployed Residents,55 - 59 Years,4.9
2005,Male Unemployed Residents,60 - 64 Years,2
2005,Male Unemployed Residents,65 Years & Over,1.3
2005,Male Residents Outside The Labour Force,15 - 19 Years,110.7
2005,Male Residents Outside The Labour Force,20 - 24 Years,42.1
2005,Male Residents Outside The Labour Force,25 - 29 Years,10.2
2005,Male Residents Outside The Labour Force,30 - 34 Years,3.7
2005,Male Residents Outside The Labour Force,35 - 39 Years,4.1
2005,Male Residents Outside The Labour Force,40 - 44 Years,5.8
2005,Male Residents Outside The Labour Force,45 - 49 Years,7.7
2005,Male Residents Outside The Labour Force,50 - 54 Years,11.9
2005,Male Residents Outside The Labour Force,55 - 59 Years,23.3
2005,Male Residents Outside The Labour Force,60 - 64 Years,28
2005,Male Residents Outside The Labour Force,65 Years & Over,100.1
2006,Male Residents In The Labour Force,15 - 19 Years,17.2
2006,Male Residents In The Labour Force,20 - 24 Years,80.2
2006,Male Residents In The Labour Force,25 - 29 Years,104.8
2006,Male Residents In The Labour Force,30 - 34 Years,129
2006,Male Residents In The Labour Force,35 - 39 Years,142.3
2006,Male Residents In The Labour Force,40 - 44 Years,155.6
2006,Male Residents In The Labour Force,45 - 49 Years,156.2
2006,Male Residents In The Labour Force,50 - 54 Years,131.9
2006,Male Residents In The Labour Force,55 - 59 Years,92.8
2006,Male Residents In The Labour Force,60 - 64 Years,39.8
2006,Male Residents In The Labour Force,65 Years & Over,31.3
2006,Male Employed Residents,15 - 19 Years,16.4
2006,Male Employed Residents,20 - 24 Years,74.8
2006,Male Employed Residents,25 - 29 Years,99.6
2006,Male Employed Residents,30 - 34 Years,124.3
2006,Male Employed Residents,35 - 39 Years,137.8
2006,Male Employed Residents,40 - 44 Years,150.1
2006,Male Employed Residents,45 - 49 Years,151.1
2006,Male Employed Residents,50 - 54 Years,126
2006,Male Employed Residents,55 - 59 Years,88.4
2006,Male Employed Residents,60 - 64 Years,37.9
2006,Male Employed Residents,65 Years & Over,30
2006,Male Unemployed Residents,15 - 19 Years,0.8
2006,Male Unemployed Residents,20 - 24 Years,5.4
2006,Male Unemployed Residents,25 - 29 Years,5.2
2006,Male Unemployed Residents,30 - 34 Years,4.7
2006,Male Unemployed Residents,35 - 39 Years,4.5
2006,Male Unemployed Residents,40 - 44 Years,5.5
2006,Male Unemployed Residents,45 - 49 Years,5.1
2006,Male Unemployed Residents,50 - 54 Years,6
2006,Male Unemployed Residents,55 - 59 Years,4.5
2006,Male Unemployed Residents,60 - 64 Years,1.9
2006,Male Unemployed Residents,65 Years & Over,1.2
2006,Male Residents Outside The Labour Force,15 - 19 Years,119.5
2006,Male Residents Outside The Labour Force,20 - 24 Years,32.2
2006,Male Residents Outside The Labour Force,25 - 29 Years,6.7
2006,Male Residents Outside The Labour Force,30 - 34 Years,2.6
2006,Male Residents Outside The Labour Force,35 - 39 Years,2.6
2006,Male Residents Outside The Labour Force,40 - 44 Years,3.7
2006,Male Residents Outside The Labour Force,45 - 49 Years,5.6
2006,Male Residents Outside The Labour Force,50 - 54 Years,9.5
2006,Male Residents Outside The Labour Force,55 - 59 Years,20.5
2006,Male Residents Outside The Labour Force,60 - 64 Years,23.9
2006,Male Residents Outside The Labour Force,65 Years & Over,111.1
2007,Male Residents In The Labour Force,15 - 19 Years,21.6
2007,Male Residents In The Labour Force,20 - 24 Years,73.3
2007,Male Residents In The Labour Force,25 - 29 Years,104
2007,Male Residents In The Labour Force,30 - 34 Years,129.9
2007,Male Residents In The Labour Force,35 - 39 Years,141.7
2007,Male Residents In The Labour Force,40 - 44 Years,148.6
2007,Male Residents In The Labour Force,45 - 49 Years,151.5
2007,Male Residents In The Labour Force,50 - 54 Years,132.4
2007,Male Residents In The Labour Force,55 - 59 Years,97.4
2007,Male Residents In The Labour Force,60 - 64 Years,45.1
2007,Male Residents In The Labour Force,65 Years & Over,33
2007,Male Employed Residents,15 - 19 Years,20.4
2007,Male Employed Residents,20 - 24 Years,67.9
2007,Male Employed Residents,25 - 29 Years,98.3
2007,Male Employed Residents,30 - 34 Years,126.6
2007,Male Employed Residents,35 - 39 Years,138.1
2007,Male Employed Residents,40 - 44 Years,144.7
2007,Male Employed Residents,45 - 49 Years,146.5
2007,Male Employed Residents,50 - 54 Years,127.8
2007,Male Employed Residents,55 - 59 Years,93.1
2007,Male Employed Residents,60 - 64 Years,42.9
2007,Male Employed Residents,65 Years & Over,32
2007,Male Unemployed Residents,15 - 19 Years,1.1
2007,Male Unemployed Residents,20 - 24 Years,5.5
2007,Male Unemployed Residents,25 - 29 Years,5.7
2007,Male Unemployed Residents,30 - 34 Years,3.3
2007,Male Unemployed Residents,35 - 39 Years,3.6
2007,Male Unemployed Residents,40 - 44 Years,3.9
2007,Male Unemployed Residents,45 - 49 Years,5.1
2007,Male Unemployed Residents,50 - 54 Years,4.5
2007,Male Unemployed Residents,55 - 59 Years,4.3
2007,Male Unemployed Residents,60 - 64 Years,2.1
2007,Male Unemployed Residents,65 Years & Over,1
2007,Male Residents Outside The Labour Force,15 - 19 Years,120.1
2007,Male Residents Outside The Labour Force,20 - 24 Years,35.3
2007,Male Residents Outside The Labour Force,25 - 29 Years,7.1
2007,Male Residents Outside The Labour Force,30 - 34 Years,2.3
2007,Male Residents Outside The Labour Force,35 - 39 Years,2.7
2007,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2007,Male Residents Outside The Labour Force,45 - 49 Years,5.4
2007,Male Residents Outside The Labour Force,50 - 54 Years,8.4
2007,Male Residents Outside The Labour Force,55 - 59 Years,17.9
2007,Male Residents Outside The Labour Force,60 - 64 Years,23.7
2007,Male Residents Outside The Labour Force,65 Years & Over,107.3
2008,Male Residents In The Labour Force,15 - 19 Years,19.3
2008,Male Residents In The Labour Force,20 - 24 Years,75.7
2008,Male Residents In The Labour Force,25 - 29 Years,105.1
2008,Male Residents In The Labour Force,30 - 34 Years,124.1
2008,Male Residents In The Labour Force,35 - 39 Years,144.8
2008,Male Residents In The Labour Force,40 - 44 Years,149.4
2008,Male Residents In The Labour Force,45 - 49 Years,154.8
2008,Male Residents In The Labour Force,50 - 54 Years,134.7
2008,Male Residents In The Labour Force,55 - 59 Years,97.9
2008,Male Residents In The Labour Force,60 - 64 Years,51.5
2008,Male Residents In The Labour Force,65 Years & Over,36
2008,Male Employed Residents,15 - 19 Years,18.8
2008,Male Employed Residents,20 - 24 Years,70.1
2008,Male Employed Residents,25 - 29 Years,98
2008,Male Employed Residents,30 - 34 Years,121.1
2008,Male Employed Residents,35 - 39 Years,141.7
2008,Male Employed Residents,40 - 44 Years,145.3
2008,Male Employed Residents,45 - 49 Years,150.1
2008,Male Employed Residents,50 - 54 Years,130.2
2008,Male Employed Residents,55 - 59 Years,94
2008,Male Employed Residents,60 - 64 Years,49.8
2008,Male Employed Residents,65 Years & Over,34.6
2008,Male Unemployed Residents,15 - 19 Years,0.5
2008,Male Unemployed Residents,20 - 24 Years,5.6
2008,Male Unemployed Residents,25 - 29 Years,7.1
2008,Male Unemployed Residents,30 - 34 Years,3
2008,Male Unemployed Residents,35 - 39 Years,3.1
2008,Male Unemployed Residents,40 - 44 Years,4
2008,Male Unemployed Residents,45 - 49 Years,4.7
2008,Male Unemployed Residents,50 - 54 Years,4.5
2008,Male Unemployed Residents,55 - 59 Years,3.9
2008,Male Unemployed Residents,60 - 64 Years,1.7
2008,Male Unemployed Residents,65 Years & Over,1.4
2008,Male Residents Outside The Labour Force,15 - 19 Years,119.3
2008,Male Residents Outside The Labour Force,20 - 24 Years,38.9
2008,Male Residents Outside The Labour Force,25 - 29 Years,7.5
2008,Male Residents Outside The Labour Force,30 - 34 Years,2.4
2008,Male Residents Outside The Labour Force,35 - 39 Years,3.4
2008,Male Residents Outside The Labour Force,40 - 44 Years,3.9
2008,Male Residents Outside The Labour Force,45 - 49 Years,5.5
2008,Male Residents Outside The Labour Force,50 - 54 Years,10.1
2008,Male Residents Outside The Labour Force,55 - 59 Years,17.5
2008,Male Residents Outside The Labour Force,60 - 64 Years,28.1
2008,Male Residents Outside The Labour Force,65 Years & Over,107.7
2009,Male Residents In The Labour Force,15 - 19 Years,18
2009,Male Residents In The Labour Force,20 - 24 Years,78.8
2009,Male Residents In The Labour Force,25 - 29 Years,111.8
2009,Male Residents In The Labour Force,30 - 34 Years,129.3
2009,Male Residents In The Labour Force,35 - 39 Years,141.3
2009,Male Residents In The Labour Force,40 - 44 Years,150.8
2009,Male Residents In The Labour Force,45 - 49 Years,152.8
2009,Male Residents In The Labour Force,50 - 54 Years,138.6
2009,Male Residents In The Labour Force,55 - 59 Years,102.3
2009,Male Residents In The Labour Force,60 - 64 Years,61.1
2009,Male Residents In The Labour Force,65 Years & Over,42
2009,Male Employed Residents,15 - 19 Years,17
2009,Male Employed Residents,20 - 24 Years,70.2
2009,Male Employed Residents,25 - 29 Years,102.5
2009,Male Employed Residents,30 - 34 Years,124.5
2009,Male Employed Residents,35 - 39 Years,135
2009,Male Employed Residents,40 - 44 Years,145.1
2009,Male Employed Residents,45 - 49 Years,146.2
2009,Male Employed Residents,50 - 54 Years,132.1
2009,Male Employed Residents,55 - 59 Years,96.3
2009,Male Employed Residents,60 - 64 Years,57.5
2009,Male Employed Residents,65 Years & Over,39.9
2009,Male Unemployed Residents,15 - 19 Years,0.9
2009,Male Unemployed Residents,20 - 24 Years,8.6
2009,Male Unemployed Residents,25 - 29 Years,9.3
2009,Male Unemployed Residents,30 - 34 Years,4.8
2009,Male Unemployed Residents,35 - 39 Years,6.3
2009,Male Unemployed Residents,40 - 44 Years,5.7
2009,Male Unemployed Residents,45 - 49 Years,6.6
2009,Male Unemployed Residents,50 - 54 Years,6.5
2009,Male Unemployed Residents,55 - 59 Years,6
2009,Male Unemployed Residents,60 - 64 Years,3.7
2009,Male Unemployed Residents,65 Years & Over,2.1
2009,Male Residents Outside The Labour Force,15 - 19 Years,120.2
2009,Male Residents Outside The Labour Force,20 - 24 Years,42.2
2009,Male Residents Outside The Labour Force,25 - 29 Years,8
2009,Male Residents Outside The Labour Force,30 - 34 Years,3
2009,Male Residents Outside The Labour Force,35 - 39 Years,3.2
2009,Male Residents Outside The Labour Force,40 - 44 Years,3.4
2009,Male Residents Outside The Labour Force,45 - 49 Years,5.7
2009,Male Residents Outside The Labour Force,50 - 54 Years,9.6
2009,Male Residents Outside The Labour Force,55 - 59 Years,15.5
2009,Male Residents Outside The Labour Force,60 - 64 Years,26.8
2009,Male Residents Outside The Labour Force,65 Years & Over,113.1
2010,Male Residents In The Labour Force,15 - 19 Years,24.1
2010,Male Residents In The Labour Force,20 - 24 Years,82.8
2010,Male Residents In The Labour Force,25 - 29 Years,113.6
2010,Male Residents In The Labour Force,30 - 34 Years,131.8
2010,Male Residents In The Labour Force,35 - 39 Years,150.1
2010,Male Residents In The Labour Force,40 - 44 Years,141.8
2010,Male Residents In The Labour Force,45 - 49 Years,154.1
2010,Male Residents In The Labour Force,50 - 54 Years,137.1
2010,Male Residents In The Labour Force,55 - 59 Years,110.9
2010,Male Residents In The Labour Force,60 - 64 Years,63.5
2010,Male Residents In The Labour Force,65 Years & Over,41.8
2010,Male Employed Residents,15 - 19 Years,22.9
2010,Male Employed Residents,20 - 24 Years,75.9
2010,Male Employed Residents,25 - 29 Years,106.9
2010,Male Employed Residents,30 - 34 Years,127.3
2010,Male Employed Residents,35 - 39 Years,145.6
2010,Male Employed Residents,40 - 44 Years,137.6
2010,Male Employed Residents,45 - 49 Years,149.4
2010,Male Employed Residents,50 - 54 Years,132
2010,Male Employed Residents,55 - 59 Years,107.1
2010,Male Employed Residents,60 - 64 Years,61.3
2010,Male Employed Residents,65 Years & Over,40.5
2010,Male Unemployed Residents,15 - 19 Years,1.2
2010,Male Unemployed Residents,20 - 24 Years,6.9
2010,Male Unemployed Residents,25 - 29 Years,6.6
2010,Male Unemployed Residents,30 - 34 Years,4.5
2010,Male Unemployed Residents,35 - 39 Years,4.5
2010,Male Unemployed Residents,40 - 44 Years,4.1
2010,Male Unemployed Residents,45 - 49 Years,4.6
2010,Male Unemployed Residents,50 - 54 Years,5.2
2010,Male Unemployed Residents,55 - 59 Years,3.8
2010,Male Unemployed Residents,60 - 64 Years,2.2
2010,Male Unemployed Residents,65 Years & Over,1.3
2010,Male Residents Outside The Labour Force,15 - 19 Years,113.8
2010,Male Residents Outside The Labour Force,20 - 24 Years,42.3
2010,Male Residents Outside The Labour Force,25 - 29 Years,8.2
2010,Male Residents Outside The Labour Force,30 - 34 Years,3
2010,Male Residents Outside The Labour Force,35 - 39 Years,3
2010,Male Residents Outside The Labour Force,40 - 44 Years,4.7
2010,Male Residents Outside The Labour Force,45 - 49 Years,6.2
2010,Male Residents Outside The Labour Force,50 - 54 Years,10.9
2010,Male Residents Outside The Labour Force,55 - 59 Years,19.6
2010,Male Residents Outside The Labour Force,60 - 64 Years,30.6
2010,Male Residents Outside The Labour Force,65 Years & Over,111.3
2011,Male Residents In The Labour Force,15 - 19 Years,21.2
2011,Male Residents In The Labour Force,20 - 24 Years,82.8
2011,Male Residents In The Labour Force,25 - 29 Years,108.3
2011,Male Residents In The Labour Force,30 - 34 Years,127.8
2011,Male Residents In The Labour Force,35 - 39 Years,143.9
2011,Male Residents In The Labour Force,40 - 44 Years,139.4
2011,Male Residents In The Labour Force,45 - 49 Years,153.9
2011,Male Residents In The Labour Force,50 - 54 Years,144
2011,Male Residents In The Labour Force,55 - 59 Years,113.3
2011,Male Residents In The Labour Force,60 - 64 Years,74.2
2011,Male Residents In The Labour Force,65 Years & Over,51.6
2011,Male Employed Residents,15 - 19 Years,20.4
2011,Male Employed Residents,20 - 24 Years,76.7
2011,Male Employed Residents,25 - 29 Years,102.7
2011,Male Employed Residents,30 - 34 Years,123.9
2011,Male Employed Residents,35 - 39 Years,140.3
2011,Male Employed Residents,40 - 44 Years,136.1
2011,Male Employed Residents,45 - 49 Years,149.7
2011,Male Employed Residents,50 - 54 Years,138.7
2011,Male Employed Residents,55 - 59 Years,109.4
2011,Male Employed Residents,60 - 64 Years,71.4
2011,Male Employed Residents,65 Years & Over,49.6
2011,Male Unemployed Residents,15 - 19 Years,0.8
2011,Male Unemployed Residents,20 - 24 Years,6.1
2011,Male Unemployed Residents,25 - 29 Years,5.6
2011,Male Unemployed Residents,30 - 34 Years,3.9
2011,Male Unemployed Residents,35 - 39 Years,3.6
2011,Male Unemployed Residents,40 - 44 Years,3.3
2011,Male Unemployed Residents,45 - 49 Years,4.2
2011,Male Unemployed Residents,50 - 54 Years,5.3
2011,Male Unemployed Residents,55 - 59 Years,4
2011,Male Unemployed Residents,60 - 64 Years,2.8
2011,Male Unemployed Residents,65 Years & Over,2
2011,Male Residents Outside The Labour Force,15 - 19 Years,124
2011,Male Residents Outside The Labour Force,20 - 24 Years,48.3
2011,Male Residents Outside The Labour Force,25 - 29 Years,9.6
2011,Male Residents Outside The Labour Force,30 - 34 Years,3.5
2011,Male Residents Outside The Labour Force,35 - 39 Years,3.3
2011,Male Residents Outside The Labour Force,40 - 44 Years,4.2
2011,Male Residents Outside The Labour Force,45 - 49 Years,6.4
2011,Male Residents Outside The Labour Force,50 - 54 Years,10
2011,Male Residents Outside The Labour Force,55 - 59 Years,19
2011,Male Residents Outside The Labour Force,60 - 64 Years,30.2
2011,Male Residents Outside The Labour Force,65 Years & Over,115.3
2012,Male Residents In The Labour Force,15 - 19 Years,19.4
2012,Male Residents In The Labour Force,20 - 24 Years,90.6
2012,Male Residents In The Labour Force,25 - 29 Years,104.2
2012,Male Residents In The Labour Force,30 - 34 Years,123.5
2012,Male Residents In The Labour Force,35 - 39 Years,140.4
2012,Male Residents In The Labour Force,40 - 44 Years,143.7
2012,Male Residents In The Labour Force,45 - 49 Years,151
2012,Male Residents In The Labour Force,50 - 54 Years,145.2
2012,Male Residents In The Labour Force,55 - 59 Years,120.8
2012,Male Residents In The Labour Force,60 - 64 Years,82
2012,Male Residents In The Labour Force,65 Years & Over,56.8
2012,Male Employed Residents,15 - 19 Years,18.4
2012,Male Employed Residents,20 - 24 Years,84.5
2012,Male Employed Residents,25 - 29 Years,98.4
2012,Male Employed Residents,30 - 34 Years,120.7
2012,Male Employed Residents,35 - 39 Years,137.8
2012,Male Employed Residents,40 - 44 Years,140.3
2012,Male Employed Residents,45 - 49 Years,146.7
2012,Male Employed Residents,50 - 54 Years,140.7
2012,Male Employed Residents,55 - 59 Years,117.3
2012,Male Employed Residents,60 - 64 Years,79.2
2012,Male Employed Residents,65 Years & Over,54.2
2012,Male Unemployed Residents,15 - 19 Years,1
2012,Male Unemployed Residents,20 - 24 Years,6
2012,Male Unemployed Residents,25 - 29 Years,5.8
2012,Male Unemployed Residents,30 - 34 Years,2.9
2012,Male Unemployed Residents,35 - 39 Years,2.6
2012,Male Unemployed Residents,40 - 44 Years,3.4
2012,Male Unemployed Residents,45 - 49 Years,4.2
2012,Male Unemployed Residents,50 - 54 Years,4.5
2012,Male Unemployed Residents,55 - 59 Years,3.5
2012,Male Unemployed Residents,60 - 64 Years,2.7
2012,Male Unemployed Residents,65 Years & Over,2.7
2012,Male Residents Outside The Labour Force,15 - 19 Years,121.7
2012,Male Residents Outside The Labour Force,20 - 24 Years,49.8
2012,Male Residents Outside The Labour Force,25 - 29 Years,11.7
2012,Male Residents Outside The Labour Force,30 - 34 Years,3.6
2012,Male Residents Outside The Labour Force,35 - 39 Years,2.6
2012,Male Residents Outside The Labour Force,40 - 44 Years,4.3
2012,Male Residents Outside The Labour Force,45 - 49 Years,7
2012,Male Residents Outside The Labour Force,50 - 54 Years,9.5
