year,level_1,level_2,level_3,value
2001,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,43.9
2001,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,11.6
2001,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2001,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2001,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.5
2001,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
2001,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.2
2001,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.7
2001,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.2
2001,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.5
2001,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,9.4
2001,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2001,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.6
2001,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2001,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.5
2001,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2
2001,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.6
2001,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2001,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.5
2001,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2001,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.5
2001,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2001,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
2001,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
2002,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,45.5
2002,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,12.7
2002,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2002,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2002,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
2002,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
2002,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.9
2002,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
2002,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,9.9
2002,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.8
2002,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,11.2
2002,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.7
2002,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,8
2002,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2002,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.8
2002,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2002,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.8
2002,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2002,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
2002,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.1
2002,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.5
2002,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
2002,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
2002,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
2003,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,46.4
2003,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,13.6
2003,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2003,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2003,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
2003,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
2003,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.9
2003,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
2003,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.1
2003,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
2003,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,9.4
2003,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.2
2003,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,8
2003,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2003,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.6
2003,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2003,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.9
2003,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2003,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.1
2003,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.9
2003,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.3
2003,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2003,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.3
2003,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.3
2004,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,50.1
2004,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,13.6
2004,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2004,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2004,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
2004,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
2004,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.1
2004,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2004,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.6
2004,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2004,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.8
2004,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.2
2004,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10
2004,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2004,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.4
2004,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2004,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.5
2004,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.1
2004,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.5
2004,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
2004,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2004,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
2004,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.3
2004,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
2005,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,na
2005,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,na
2005,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,na
2006,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,66.8
2006,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,16.5
2006,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2006,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2006,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.1
2006,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2006,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.9
2006,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1
2006,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,14.4
2006,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2006,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.7
2006,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.9
2006,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,12.8
2006,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.4
2006,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,8
2006,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.5
2006,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,4.6
2006,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.6
2006,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.2
2006,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.2
2006,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.7
2006,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2006,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2006,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.6
2007,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,64.7
2007,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,15.8
2007,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
2007,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2007,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.4
2007,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
2007,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.5
2007,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2007,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,12.6
2007,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
2007,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.3
2007,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.5
2007,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,12.1
2007,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.8
2007,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,8.1
2007,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.1
2007,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.6
2007,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.8
2007,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.6
2007,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.4
2007,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.9
2007,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2007,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2007,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2008,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,74
2008,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,15.5
2008,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2008,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2008,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.8
2008,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
2008,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.6
2008,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.5
2008,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.4
2008,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
2008,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,16.6
2008,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.7
2008,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,12.6
2008,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2008,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.8
2008,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3
2008,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,7.1
2008,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.5
2008,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.6
2008,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2
2008,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.1
2008,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2008,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2008,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2009,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,72.7
2009,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,19.4
2009,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2009,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2009,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.8
2009,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.2
2009,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,6.8
2009,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2009,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,14.3
2009,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.1
2009,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,15.8
2009,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2009,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.7
2009,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.4
2009,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.3
2009,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.8
2009,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.9
2009,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.3
2009,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,3.8
2009,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.5
2009,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.9
2009,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1
2009,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.4
2009,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2010,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,98.4
2010,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,16.6
2010,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0.1
2010,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2010,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1.3
2010,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.1
2010,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,9.3
2010,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2010,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,17.8
2010,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
2010,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,21.4
2010,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.3
2010,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,17.1
2010,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.7
2010,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,13.3
2010,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.1
2010,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,9.8
2010,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2010,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.6
2010,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.1
2010,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.1
2010,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.8
2010,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,0.6
2010,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Working Proprietors,1
2011,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Managers & Administrators,100.6
2011,"All Occupation Groups, (Total Employed Female Residents)","Legislators, Senior Officials & Managers",Working Proprietors,20
2011,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,0
2011,Employed Female Residents Aged 15 - 19 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0
2011,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,1
2011,Employed Female Residents Aged 20 - 24 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.4
2011,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,8.2
2011,Employed Female Residents Aged 25 - 29 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.3
2011,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,17.3
2011,Employed Female Residents Aged 30 - 34 Years,"Legislators, Senior Officials & Managers",Working Proprietors,1.6
2011,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,21.7
2011,Employed Female Residents Aged 35 - 39 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.6
2011,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,17.7
2011,Employed Female Residents Aged 40 - 44 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.6
2011,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,16
2011,Employed Female Residents Aged 45 - 49 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3.2
2011,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,10.3
2011,Employed Female Residents Aged 50 - 54 Years,"Legislators, Senior Officials & Managers",Working Proprietors,3
2011,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,5.4
2011,Employed Female Residents Aged 55 - 59 Years,"Legislators, Senior Officials & Managers",Working Proprietors,2.4
2011,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Managers & Administrators,2.1
2011,Employed Female Residents Aged 60 - 64 Years,"Legislators, Senior Officials & Managers",Working Proprietors,0.9
2011,Employed Female Residents Aged 65 Years & Over,"Legislators, Senior Officials & Managers",Managers & Administrators,1
