year,level_1,level_2,value
2001,Total Employed Residents,60 - 64 Years,42.3
2001,Total Employed Residents,65 Years & Over,28.2
2001,Total Unemployed Residents,15 - 19 Years,3.8
2001,Total Unemployed Residents,20 - 24 Years,9.7
2001,Total Unemployed Residents,25 - 29 Years,9.2
2001,Total Unemployed Residents,30 - 34 Years,6.5
2001,Total Unemployed Residents,35 - 39 Years,8.1
2001,Total Unemployed Residents,40 - 44 Years,7.7
2001,Total Unemployed Residents,45 - 49 Years,8
2001,Total Unemployed Residents,50 - 54 Years,5.1
2001,Total Unemployed Residents,55 - 59 Years,2.4
2001,Total Unemployed Residents,60 - 64 Years,1
2001,Total Unemployed Residents,65 Years & Over,0.4
2001,Total Residents Outside The Labour Force,15 - 19 Years,183.4
2001,Total Residents Outside The Labour Force,20 - 24 Years,63.2
2001,Total Residents Outside The Labour Force,25 - 29 Years,28.5
2001,Total Residents Outside The Labour Force,30 - 34 Years,44.1
2001,Total Residents Outside The Labour Force,35 - 39 Years,62.7
2001,Total Residents Outside The Labour Force,40 - 44 Years,62
2001,Total Residents Outside The Labour Force,45 - 49 Years,56.6
2001,Total Residents Outside The Labour Force,50 - 54 Years,63.8
2001,Total Residents Outside The Labour Force,55 - 59 Years,53.8
2001,Total Residents Outside The Labour Force,60 - 64 Years,78.3
2001,Total Residents Outside The Labour Force,65 Years & Over,213.3
2002,Total Residents In The Labour Force,15 - 19 Years,25
2002,Total Residents In The Labour Force,20 - 24 Years,133.2
2002,Total Residents In The Labour Force,25 - 29 Years,210.4
2002,Total Residents In The Labour Force,30 - 34 Years,237.8
2002,Total Residents In The Labour Force,35 - 39 Years,256.9
2002,Total Residents In The Labour Force,40 - 44 Years,251.5
2002,Total Residents In The Labour Force,45 - 49 Years,220.2
2002,Total Residents In The Labour Force,50 - 54 Years,170.4
2002,Total Residents In The Labour Force,55 - 59 Years,88.1
2002,Total Residents In The Labour Force,60 - 64 Years,45.2
2002,Total Residents In The Labour Force,65 Years & Over,29.4
2002,Total Employed Residents,15 - 19 Years,22.1
2002,Total Employed Residents,20 - 24 Years,118.3
2002,Total Employed Residents,25 - 29 Years,197.9
2002,Total Employed Residents,30 - 34 Years,228.3
2002,Total Employed Residents,35 - 39 Years,245.2
2002,Total Employed Residents,40 - 44 Years,239.3
2002,Total Employed Residents,45 - 49 Years,207.4
2002,Total Employed Residents,50 - 54 Years,160.6
2002,Total Employed Residents,55 - 59 Years,83.1
2002,Total Employed Residents,60 - 64 Years,43.2
2002,Total Employed Residents,65 Years & Over,28.3
2002,Total Unemployed Residents,15 - 19 Years,2.9
2002,Total Unemployed Residents,20 - 24 Years,14.9
2002,Total Unemployed Residents,25 - 29 Years,12.5
2002,Total Unemployed Residents,30 - 34 Years,9.5
2002,Total Unemployed Residents,35 - 39 Years,11.7
2002,Total Unemployed Residents,40 - 44 Years,12.2
2002,Total Unemployed Residents,45 - 49 Years,12.8
2002,Total Unemployed Residents,50 - 54 Years,9.7
2002,Total Unemployed Residents,55 - 59 Years,4.9
2002,Total Unemployed Residents,60 - 64 Years,2.1
2002,Total Unemployed Residents,65 Years & Over,1.1
2002,Total Residents Outside The Labour Force,15 - 19 Years,186.2
2002,Total Residents Outside The Labour Force,20 - 24 Years,71.1
2002,Total Residents Outside The Labour Force,25 - 29 Years,28.9
2002,Total Residents Outside The Labour Force,30 - 34 Years,44.1
2002,Total Residents Outside The Labour Force,35 - 39 Years,63.3
2002,Total Residents Outside The Labour Force,40 - 44 Years,62.5
2002,Total Residents Outside The Labour Force,45 - 49 Years,61.3
2002,Total Residents Outside The Labour Force,50 - 54 Years,64.7
2002,Total Residents Outside The Labour Force,55 - 59 Years,62
2002,Total Residents Outside The Labour Force,60 - 64 Years,82.5
2002,Total Residents Outside The Labour Force,65 Years & Over,226.7
2003,Total Residents In The Labour Force,15 - 19 Years,25.6
2003,Total Residents In The Labour Force,20 - 24 Years,136.4
2003,Total Residents In The Labour Force,25 - 29 Years,212.2
2003,Total Residents In The Labour Force,30 - 34 Years,247.1
2003,Total Residents In The Labour Force,35 - 39 Years,252.2
2003,Total Residents In The Labour Force,40 - 44 Years,252.2
2003,Total Residents In The Labour Force,45 - 49 Years,228
2003,Total Residents In The Labour Force,50 - 54 Years,177.9
2003,Total Residents In The Labour Force,55 - 59 Years,98
2003,Total Residents In The Labour Force,60 - 64 Years,45.2
2003,Total Residents In The Labour Force,65 Years & Over,31.5
2003,Total Employed Residents,15 - 19 Years,23.3
2003,Total Employed Residents,20 - 24 Years,122.3
2003,Total Employed Residents,25 - 29 Years,198
2003,Total Employed Residents,30 - 34 Years,233.3
2003,Total Employed Residents,35 - 39 Years,239.1
2003,Total Employed Residents,40 - 44 Years,238.6
2003,Total Employed Residents,45 - 49 Years,215.9
2003,Total Employed Residents,50 - 54 Years,167.5
2003,Total Employed Residents,55 - 59 Years,92.9
2003,Total Employed Residents,60 - 64 Years,43.9
2003,Total Employed Residents,65 Years & Over,30.6
2003,Total Unemployed Residents,15 - 19 Years,2.3
2003,Total Unemployed Residents,20 - 24 Years,14.2
2003,Total Unemployed Residents,25 - 29 Years,14.2
2003,Total Unemployed Residents,30 - 34 Years,13.8
2003,Total Unemployed Residents,35 - 39 Years,13.1
2003,Total Unemployed Residents,40 - 44 Years,13.6
2003,Total Unemployed Residents,45 - 49 Years,12.1
2003,Total Unemployed Residents,50 - 54 Years,10.4
2003,Total Unemployed Residents,55 - 59 Years,5.1
2003,Total Unemployed Residents,60 - 64 Years,1.4
2003,Total Unemployed Residents,65 Years & Over,0.9
2003,Total Residents Outside The Labour Force,15 - 19 Years,197.7
2003,Total Residents Outside The Labour Force,20 - 24 Years,66.8
2003,Total Residents Outside The Labour Force,25 - 29 Years,27
2003,Total Residents Outside The Labour Force,30 - 34 Years,41
2003,Total Residents Outside The Labour Force,35 - 39 Years,56.7
2003,Total Residents Outside The Labour Force,40 - 44 Years,62.7
2003,Total Residents Outside The Labour Force,45 - 49 Years,65.9
2003,Total Residents Outside The Labour Force,50 - 54 Years,65.5
2003,Total Residents Outside The Labour Force,55 - 59 Years,72.5
2003,Total Residents Outside The Labour Force,60 - 64 Years,87.2
2003,Total Residents Outside The Labour Force,65 Years & Over,248.7
2004,Total Residents In The Labour Force,15 - 19 Years,28.4
2004,Total Residents In The Labour Force,20 - 24 Years,142.1
2004,Total Residents In The Labour Force,25 - 29 Years,208.5
2004,Total Residents In The Labour Force,30 - 34 Years,242.5
2004,Total Residents In The Labour Force,35 - 39 Years,240.2
2004,Total Residents In The Labour Force,40 - 44 Years,260.7
2004,Total Residents In The Labour Force,45 - 49 Years,240
2004,Total Residents In The Labour Force,50 - 54 Years,183.8
2004,Total Residents In The Labour Force,55 - 59 Years,112.5
2004,Total Residents In The Labour Force,60 - 64 Years,44.9
2004,Total Residents In The Labour Force,65 Years & Over,29.7
2004,Total Employed Residents,15 - 19 Years,25.1
2004,Total Employed Residents,20 - 24 Years,127
2004,Total Employed Residents,25 - 29 Years,193.9
2004,Total Employed Residents,30 - 34 Years,232.4
2004,Total Employed Residents,35 - 39 Years,229.1
2004,Total Employed Residents,40 - 44 Years,246.8
2004,Total Employed Residents,45 - 49 Years,226.8
2004,Total Employed Residents,50 - 54 Years,172.8
2004,Total Employed Residents,55 - 59 Years,106.4
2004,Total Employed Residents,60 - 64 Years,43
2004,Total Employed Residents,65 Years & Over,28.7
2004,Total Unemployed Residents,15 - 19 Years,3.3
2004,Total Unemployed Residents,20 - 24 Years,15.2
2004,Total Unemployed Residents,25 - 29 Years,14.5
2004,Total Unemployed Residents,30 - 34 Years,10.1
2004,Total Unemployed Residents,35 - 39 Years,11.1
2004,Total Unemployed Residents,40 - 44 Years,13.9
2004,Total Unemployed Residents,45 - 49 Years,13.1
2004,Total Unemployed Residents,50 - 54 Years,11.1
2004,Total Unemployed Residents,55 - 59 Years,6.1
2004,Total Unemployed Residents,60 - 64 Years,1.9
2004,Total Unemployed Residents,65 Years & Over,1
2004,Total Residents Outside The Labour Force,15 - 19 Years,207.1
2004,Total Residents Outside The Labour Force,20 - 24 Years,70.3
2004,Total Residents Outside The Labour Force,25 - 29 Years,28.8
2004,Total Residents Outside The Labour Force,30 - 34 Years,40.7
2004,Total Residents Outside The Labour Force,35 - 39 Years,52.5
2004,Total Residents Outside The Labour Force,40 - 44 Years,62.1
2004,Total Residents Outside The Labour Force,45 - 49 Years,63
2004,Total Residents Outside The Labour Force,50 - 54 Years,66.7
2004,Total Residents Outside The Labour Force,55 - 59 Years,77.8
2004,Total Residents Outside The Labour Force,60 - 64 Years,83
2004,Total Residents Outside The Labour Force,65 Years & Over,254.5
2005,Total Residents In The Labour Force,15 - 19 Years,23.5
2005,Total Residents In The Labour Force,20 - 24 Years,130.2
2005,Total Residents In The Labour Force,25 - 29 Years,214.9
2005,Total Residents In The Labour Force,30 - 34 Years,250.5
2005,Total Residents In The Labour Force,35 - 39 Years,250.9
2005,Total Residents In The Labour Force,40 - 44 Years,259.6
2005,Total Residents In The Labour Force,45 - 49 Years,236.9
2005,Total Residents In The Labour Force,50 - 54 Years,185.8
2005,Total Residents In The Labour Force,55 - 59 Years,116.3
2005,Total Residents In The Labour Force,60 - 64 Years,44
2005,Total Residents In The Labour Force,65 Years & Over,32.4
2005,Total Employed Residents,15 - 19 Years,20.3
2005,Total Employed Residents,20 - 24 Years,118.2
2005,Total Employed Residents,25 - 29 Years,202.3
2005,Total Employed Residents,30 - 34 Years,239.5
2005,Total Employed Residents,35 - 39 Years,239.4
2005,Total Employed Residents,40 - 44 Years,247.3
2005,Total Employed Residents,45 - 49 Years,224.1
2005,Total Employed Residents,50 - 54 Years,175.1
2005,Total Employed Residents,55 - 59 Years,109.1
2005,Total Employed Residents,60 - 64 Years,41.2
2005,Total Employed Residents,65 Years & Over,30.7
2005,Total Unemployed Residents,15 - 19 Years,3.2
2005,Total Unemployed Residents,20 - 24 Years,12
2005,Total Unemployed Residents,25 - 29 Years,12.5
2005,Total Unemployed Residents,30 - 34 Years,10.9
2005,Total Unemployed Residents,35 - 39 Years,11.4
2005,Total Unemployed Residents,40 - 44 Years,12.3
2005,Total Unemployed Residents,45 - 49 Years,12.8
2005,Total Unemployed Residents,50 - 54 Years,10.7
2005,Total Unemployed Residents,55 - 59 Years,7.2
2005,Total Unemployed Residents,60 - 64 Years,2.8
2005,Total Unemployed Residents,65 Years & Over,1.7
2005,Total Residents Outside The Labour Force,15 - 19 Years,215.9
2005,Total Residents Outside The Labour Force,20 - 24 Years,80.7
2005,Total Residents Outside The Labour Force,25 - 29 Years,29.5
2005,Total Residents Outside The Labour Force,30 - 34 Years,39
2005,Total Residents Outside The Labour Force,35 - 39 Years,52.7
2005,Total Residents Outside The Labour Force,40 - 44 Years,60.2
2005,Total Residents Outside The Labour Force,45 - 49 Years,63.6
2005,Total Residents Outside The Labour Force,50 - 54 Years,71
2005,Total Residents Outside The Labour Force,55 - 59 Years,84.9
2005,Total Residents Outside The Labour Force,60 - 64 Years,76.1
2005,Total Residents Outside The Labour Force,65 Years & Over,251.9
2006,Total Residents In The Labour Force,15 - 19 Years,32
2006,Total Residents In The Labour Force,20 - 24 Years,152.7
2006,Total Residents In The Labour Force,25 - 29 Years,212.2
2006,Total Residents In The Labour Force,30 - 34 Years,246.9
2006,Total Residents In The Labour Force,35 - 39 Years,250.8
2006,Total Residents In The Labour Force,40 - 44 Years,265.6
2006,Total Residents In The Labour Force,45 - 49 Years,262.7
2006,Total Residents In The Labour Force,50 - 54 Years,212
2006,Total Residents In The Labour Force,55 - 59 Years,142.3
2006,Total Residents In The Labour Force,60 - 64 Years,57.4
2006,Total Residents In The Labour Force,65 Years & Over,46.1
2006,Total Employed Residents,15 - 19 Years,28.8
2006,Total Employed Residents,20 - 24 Years,139.6
2006,Total Employed Residents,25 - 29 Years,201.9
2006,Total Employed Residents,30 - 34 Years,237.7
2006,Total Employed Residents,35 - 39 Years,241.4
2006,Total Employed Residents,40 - 44 Years,256.1
2006,Total Employed Residents,45 - 49 Years,253
2006,Total Employed Residents,50 - 54 Years,203.2
2006,Total Employed Residents,55 - 59 Years,135.8
2006,Total Employed Residents,60 - 64 Years,54.8
2006,Total Employed Residents,65 Years & Over,44.4
2006,Total Unemployed Residents,15 - 19 Years,3.2
2006,Total Unemployed Residents,20 - 24 Years,13.2
2006,Total Unemployed Residents,25 - 29 Years,10.4
2006,Total Unemployed Residents,30 - 34 Years,9.1
2006,Total Unemployed Residents,35 - 39 Years,9.5
2006,Total Unemployed Residents,40 - 44 Years,9.6
2006,Total Unemployed Residents,45 - 49 Years,9.7
2006,Total Unemployed Residents,50 - 54 Years,8.8
2006,Total Unemployed Residents,55 - 59 Years,6.4
2006,Total Unemployed Residents,60 - 64 Years,2.6
2006,Total Unemployed Residents,65 Years & Over,1.7
2006,Total Residents Outside The Labour Force,15 - 19 Years,226.8
2006,Total Residents Outside The Labour Force,20 - 24 Years,63.2
2006,Total Residents Outside The Labour Force,25 - 29 Years,26.3
2006,Total Residents Outside The Labour Force,30 - 34 Years,36.3
2006,Total Residents Outside The Labour Force,35 - 39 Years,48.3
2006,Total Residents Outside The Labour Force,40 - 44 Years,56.3
2006,Total Residents Outside The Labour Force,45 - 49 Years,60
2006,Total Residents Outside The Labour Force,50 - 54 Years,64
2006,Total Residents Outside The Labour Force,55 - 59 Years,81.7
2006,Total Residents Outside The Labour Force,60 - 64 Years,73.5
2006,Total Residents Outside The Labour Force,65 Years & Over,275.4
2007,Total Residents In The Labour Force,15 - 19 Years,36.6
2007,Total Residents In The Labour Force,20 - 24 Years,140.6
2007,Total Residents In The Labour Force,25 - 29 Years,209.9
2007,Total Residents In The Labour Force,30 - 34 Years,245
2007,Total Residents In The Labour Force,35 - 39 Years,249.6
2007,Total Residents In The Labour Force,40 - 44 Years,257.3
2007,Total Residents In The Labour Force,45 - 49 Years,258.1
2007,Total Residents In The Labour Force,50 - 54 Years,217.4
2007,Total Residents In The Labour Force,55 - 59 Years,149.7
2007,Total Residents In The Labour Force,60 - 64 Years,66.5
2007,Total Residents In The Labour Force,65 Years & Over,47.5
2007,Total Employed Residents,15 - 19 Years,33.4
2007,Total Employed Residents,20 - 24 Years,128.1
2007,Total Employed Residents,25 - 29 Years,199.9
2007,Total Employed Residents,30 - 34 Years,237.8
2007,Total Employed Residents,35 - 39 Years,241.7
2007,Total Employed Residents,40 - 44 Years,249.4
2007,Total Employed Residents,45 - 49 Years,249.5
2007,Total Employed Residents,50 - 54 Years,209.9
2007,Total Employed Residents,55 - 59 Years,143.5
2007,Total Employed Residents,60 - 64 Years,63.9
2007,Total Employed Residents,65 Years & Over,46.2
2007,Total Unemployed Residents,15 - 19 Years,3.2
2007,Total Unemployed Residents,20 - 24 Years,12.6
2007,Total Unemployed Residents,25 - 29 Years,10
2007,Total Unemployed Residents,30 - 34 Years,7.2
2007,Total Unemployed Residents,35 - 39 Years,7.9
2007,Total Unemployed Residents,40 - 44 Years,7.9
2007,Total Unemployed Residents,45 - 49 Years,8.5
2007,Total Unemployed Residents,50 - 54 Years,7.5
2007,Total Unemployed Residents,55 - 59 Years,6.2
2007,Total Unemployed Residents,60 - 64 Years,2.6
2007,Total Unemployed Residents,65 Years & Over,1.3
2007,Total Residents Outside The Labour Force,15 - 19 Years,232.7
2007,Total Residents Outside The Labour Force,20 - 24 Years,70.6
2007,Total Residents Outside The Labour Force,25 - 29 Years,23.2
2007,Total Residents Outside The Labour Force,30 - 34 Years,33.7
2007,Total Residents Outside The Labour Force,35 - 39 Years,45.3
2007,Total Residents Outside The Labour Force,40 - 44 Years,53
2007,Total Residents Outside The Labour Force,45 - 49 Years,61.1
2007,Total Residents Outside The Labour Force,50 - 54 Years,63.9
2007,Total Residents Outside The Labour Force,55 - 59 Years,77.1
2007,Total Residents Outside The Labour Force,60 - 64 Years,75.8
2007,Total Residents Outside The Labour Force,65 Years & Over,272.8
2008,Total Residents In The Labour Force,15 - 19 Years,34.2
2008,Total Residents In The Labour Force,20 - 24 Years,147
2008,Total Residents In The Labour Force,25 - 29 Years,209.2
2008,Total Residents In The Labour Force,30 - 34 Years,242.9
2008,Total Residents In The Labour Force,35 - 39 Years,263.9
2008,Total Residents In The Labour Force,40 - 44 Years,262.1
2008,Total Residents In The Labour Force,45 - 49 Years,261.9
2008,Total Residents In The Labour Force,50 - 54 Years,224.9
2008,Total Residents In The Labour Force,55 - 59 Years,152
2008,Total Residents In The Labour Force,60 - 64 Years,78.2
2008,Total Residents In The Labour Force,65 Years & Over,52.1
2008,Total Employed Residents,15 - 19 Years,31.5
2008,Total Employed Residents,20 - 24 Years,133.1
2008,Total Employed Residents,25 - 29 Years,197.9
2008,Total Employed Residents,30 - 34 Years,235.3
2008,Total Employed Residents,35 - 39 Years,256.8
2008,Total Employed Residents,40 - 44 Years,253.6
2008,Total Employed Residents,45 - 49 Years,253.7
2008,Total Employed Residents,50 - 54 Years,217.7
2008,Total Employed Residents,55 - 59 Years,146.5
2008,Total Employed Residents,60 - 64 Years,75.6
2008,Total Employed Residents,65 Years & Over,50.3
2008,Total Unemployed Residents,15 - 19 Years,2.7
2008,Total Unemployed Residents,20 - 24 Years,13.9
2008,Total Unemployed Residents,25 - 29 Years,11.3
2008,Total Unemployed Residents,30 - 34 Years,7.6
2008,Total Unemployed Residents,35 - 39 Years,7
2008,Total Unemployed Residents,40 - 44 Years,8.5
2008,Total Unemployed Residents,45 - 49 Years,8.3
2008,Total Unemployed Residents,50 - 54 Years,7.2
2008,Total Unemployed Residents,55 - 59 Years,5.5
2008,Total Unemployed Residents,60 - 64 Years,2.6
2008,Total Unemployed Residents,65 Years & Over,1.7
2008,Total Residents Outside The Labour Force,15 - 19 Years,232.6
2008,Total Residents Outside The Labour Force,20 - 24 Years,74
2008,Total Residents Outside The Labour Force,25 - 29 Years,26.7
2008,Total Residents Outside The Labour Force,30 - 34 Years,31.2
2008,Total Residents Outside The Labour Force,35 - 39 Years,44.4
2008,Total Residents Outside The Labour Force,40 - 44 Years,52.4
2008,Total Residents Outside The Labour Force,45 - 49 Years,54.2
2008,Total Residents Outside The Labour Force,50 - 54 Years,65.2
2008,Total Residents Outside The Labour Force,55 - 59 Years,76.1
2008,Total Residents Outside The Labour Force,60 - 64 Years,82.1
2008,Total Residents Outside The Labour Force,65 Years & Over,271.7
2009,Total Residents In The Labour Force,15 - 19 Years,31.8
2009,Total Residents In The Labour Force,20 - 24 Years,146.3
2009,Total Residents In The Labour Force,25 - 29 Years,220.7
2009,Total Residents In The Labour Force,30 - 34 Years,248.3
2009,Total Residents In The Labour Force,35 - 39 Years,268.9
2009,Total Residents In The Labour Force,40 - 44 Years,263.2
2009,Total Residents In The Labour Force,45 - 49 Years,262
2009,Total Residents In The Labour Force,50 - 54 Years,233.2
2009,Total Residents In The Labour Force,55 - 59 Years,159.5
2009,Total Residents In The Labour Force,60 - 64 Years,92.1
2009,Total Residents In The Labour Force,65 Years & Over,59.9
2009,Total Employed Residents,15 - 19 Years,27.5
2009,Total Employed Residents,20 - 24 Years,127.5
2009,Total Employed Residents,25 - 29 Years,204.1
2009,Total Employed Residents,30 - 34 Years,237.3
2009,Total Employed Residents,35 - 39 Years,255.7
2009,Total Employed Residents,40 - 44 Years,251.2
2009,Total Employed Residents,45 - 49 Years,249.3
2009,Total Employed Residents,50 - 54 Years,221.9
2009,Total Employed Residents,55 - 59 Years,150.7
2009,Total Employed Residents,60 - 64 Years,87.1
2009,Total Employed Residents,65 Years & Over,57.1
2009,Total Unemployed Residents,15 - 19 Years,4.2
2009,Total Unemployed Residents,20 - 24 Years,18.8
2009,Total Unemployed Residents,25 - 29 Years,16.6
2009,Total Unemployed Residents,30 - 34 Years,10.9
2009,Total Unemployed Residents,35 - 39 Years,13.1
2009,Total Unemployed Residents,40 - 44 Years,12
2009,Total Unemployed Residents,45 - 49 Years,12.7
2009,Total Unemployed Residents,50 - 54 Years,11.3
2009,Total Unemployed Residents,55 - 59 Years,8.8
2009,Total Unemployed Residents,60 - 64 Years,5.1
2009,Total Unemployed Residents,65 Years & Over,2.8
2009,Total Residents Outside The Labour Force,15 - 19 Years,238.6
2009,Total Residents Outside The Labour Force,20 - 24 Years,83.9
2009,Total Residents Outside The Labour Force,25 - 29 Years,26.4
2009,Total Residents Outside The Labour Force,30 - 34 Years,33
2009,Total Residents Outside The Labour Force,35 - 39 Years,44.5
2009,Total Residents Outside The Labour Force,40 - 44 Years,48.7
2009,Total Residents Outside The Labour Force,45 - 49 Years,57.3
2009,Total Residents Outside The Labour Force,50 - 54 Years,65.2
2009,Total Residents Outside The Labour Force,55 - 59 Years,73.8
2009,Total Residents Outside The Labour Force,60 - 64 Years,89.9
2009,Total Residents Outside The Labour Force,65 Years & Over,287.6
2010,Total Residents In The Labour Force,15 - 19 Years,41.2
2010,Total Residents In The Labour Force,20 - 24 Years,157.6
2010,Total Residents In The Labour Force,25 - 29 Years,223.2
2010,Total Residents In The Labour Force,30 - 34 Years,254.7
2010,Total Residents In The Labour Force,35 - 39 Years,275
2010,Total Residents In The Labour Force,40 - 44 Years,254.4
2010,Total Residents In The Labour Force,45 - 49 Years,266.9
2010,Total Residents In The Labour Force,50 - 54 Years,235.7
2010,Total Residents In The Labour Force,55 - 59 Years,178.5
2010,Total Residents In The Labour Force,60 - 64 Years,98.7
2010,Total Residents In The Labour Force,65 Years & Over,61.6
2010,Total Employed Residents,15 - 19 Years,37
2010,Total Employed Residents,20 - 24 Years,142.1
2010,Total Employed Residents,25 - 29 Years,210.7
2010,Total Employed Residents,30 - 34 Years,245.7
2010,Total Employed Residents,35 - 39 Years,267.2
2010,Total Employed Residents,40 - 44 Years,246
2010,Total Employed Residents,45 - 49 Years,258.8
2010,Total Employed Residents,50 - 54 Years,227.4
2010,Total Employed Residents,55 - 59 Years,172.8
2010,Total Employed Residents,60 - 64 Years,95.5
2010,Total Employed Residents,65 Years & Over,59.7
2010,Total Unemployed Residents,15 - 19 Years,4.2
2010,Total Unemployed Residents,20 - 24 Years,15.4
2010,Total Unemployed Residents,25 - 29 Years,12.5
2010,Total Unemployed Residents,30 - 34 Years,9.1
2010,Total Unemployed Residents,35 - 39 Years,7.8
2010,Total Unemployed Residents,40 - 44 Years,8.4
2010,Total Unemployed Residents,45 - 49 Years,8.1
2010,Total Unemployed Residents,50 - 54 Years,8.2
2010,Total Unemployed Residents,55 - 59 Years,5.7
2010,Total Unemployed Residents,60 - 64 Years,3.2
2010,Total Unemployed Residents,65 Years & Over,1.8
2010,Total Residents Outside The Labour Force,15 - 19 Years,226.8
2010,Total Residents Outside The Labour Force,20 - 24 Years,82
2010,Total Residents Outside The Labour Force,25 - 29 Years,26.5
2010,Total Residents Outside The Labour Force,30 - 34 Years,31.4
2010,Total Residents Outside The Labour Force,35 - 39 Years,44.1
2010,Total Residents Outside The Labour Force,40 - 44 Years,47.1
2010,Total Residents Outside The Labour Force,45 - 49 Years,57
2010,Total Residents Outside The Labour Force,50 - 54 Years,64.2
2010,Total Residents Outside The Labour Force,55 - 59 Years,82.7
2010,Total Residents Outside The Labour Force,60 - 64 Years,94.8
2010,Total Residents Outside The Labour Force,65 Years & Over,287.6
2011,Total Residents In The Labour Force,15 - 19 Years,34.2
2011,Total Residents In The Labour Force,20 - 24 Years,162.1
2011,Total Residents In The Labour Force,25 - 29 Years,214.6
2011,Total Residents In The Labour Force,30 - 34 Years,249.4
2011,Total Residents In The Labour Force,35 - 39 Years,268.2
2011,Total Residents In The Labour Force,40 - 44 Years,256.9
2011,Total Residents In The Labour Force,45 - 49 Years,269.4
2011,Total Residents In The Labour Force,50 - 54 Years,246.9
2011,Total Residents In The Labour Force,55 - 59 Years,187.8
2011,Total Residents In The Labour Force,60 - 64 Years,114.5
2011,Total Residents In The Labour Force,65 Years & Over,76.3
2011,Total Employed Residents,15 - 19 Years,31
2011,Total Employed Residents,20 - 24 Years,147.2
2011,Total Employed Residents,25 - 29 Years,204.6
2011,Total Employed Residents,30 - 34 Years,241.3
2011,Total Employed Residents,35 - 39 Years,260.3
2011,Total Employed Residents,40 - 44 Years,249.4
2011,Total Employed Residents,45 - 49 Years,260.8
2011,Total Employed Residents,50 - 54 Years,238.4
2011,Total Employed Residents,55 - 59 Years,181.6
2011,Total Employed Residents,60 - 64 Years,110.3
2011,Total Employed Residents,65 Years & Over,73.8
2011,Total Unemployed Residents,15 - 19 Years,3.2
2011,Total Unemployed Residents,20 - 24 Years,14.9
2011,Total Unemployed Residents,25 - 29 Years,10
2011,Total Unemployed Residents,30 - 34 Years,8.1
2011,Total Unemployed Residents,35 - 39 Years,7.9
2011,Total Unemployed Residents,40 - 44 Years,7.4
2011,Total Unemployed Residents,45 - 49 Years,8.5
2011,Total Unemployed Residents,50 - 54 Years,8.4
2011,Total Unemployed Residents,55 - 59 Years,6.2
2011,Total Unemployed Residents,60 - 64 Years,4.1
2011,Total Unemployed Residents,65 Years & Over,2.3
2011,Total Residents Outside The Labour Force,15 - 19 Years,242.7
2011,Total Residents Outside The Labour Force,20 - 24 Years,95.9
2011,Total Residents Outside The Labour Force,25 - 29 Years,25.9
2011,Total Residents Outside The Labour Force,30 - 34 Years,32
2011,Total Residents Outside The Labour Force,35 - 39 Years,39.1
2011,Total Residents Outside The Labour Force,40 - 44 Years,45.7
2011,Total Residents Outside The Labour Force,45 - 49 Years,52.5
2011,Total Residents Outside The Labour Force,50 - 54 Years,62.7
2011,Total Residents Outside The Labour Force,55 - 59 Years,79.6
2011,Total Residents Outside The Labour Force,60 - 64 Years,95
2011,Total Residents Outside The Labour Force,65 Years & Over,297.5
2012,Total Residents In The Labour Force,15 - 19 Years,33.9
2012,Total Residents In The Labour Force,20 - 24 Years,171.3
2012,Total Residents In The Labour Force,25 - 29 Years,207.3
2012,Total Residents In The Labour Force,30 - 34 Years,245
2012,Total Residents In The Labour Force,35 - 39 Years,266.3
2012,Total Residents In The Labour Force,40 - 44 Years,265.6
2012,Total Residents In The Labour Force,45 - 49 Years,269.5
2012,Total Residents In The Labour Force,50 - 54 Years,249.2
2012,Total Residents In The Labour Force,55 - 59 Years,197
2012,Total Residents In The Labour Force,60 - 64 Years,127.7
2012,Total Residents In The Labour Force,65 Years & Over,86.8
2012,Total Employed Residents,15 - 19 Years,30.9
2012,Total Employed Residents,20 - 24 Years,156.1
2012,Total Employed Residents,25 - 29 Years,197.7
2012,Total Employed Residents,30 - 34 Years,238.3
2012,Total Employed Residents,35 - 39 Years,259
2012,Total Employed Residents,40 - 44 Years,258.4
2012,Total Employed Residents,45 - 49 Years,261.5
2012,Total Employed Residents,50 - 54 Years,241.2
2012,Total Employed Residents,55 - 59 Years,191.3
2012,Total Employed Residents,60 - 64 Years,123.4
2012,Total Employed Residents,65 Years & Over,83
2012,Total Unemployed Residents,15 - 19 Years,3
2012,Total Unemployed Residents,20 - 24 Years,15.2
2012,Total Unemployed Residents,25 - 29 Years,9.6
2012,Total Unemployed Residents,30 - 34 Years,6.7
2012,Total Unemployed Residents,35 - 39 Years,7.3
2012,Total Unemployed Residents,40 - 44 Years,7.2
2012,Total Unemployed Residents,45 - 49 Years,8
2012,Total Unemployed Residents,50 - 54 Years,8
2012,Total Unemployed Residents,55 - 59 Years,5.7
2012,Total Unemployed Residents,60 - 64 Years,4.3
2012,Total Unemployed Residents,65 Years & Over,3.8
2012,Total Residents Outside The Labour Force,15 - 19 Years,240
2012,Total Residents Outside The Labour Force,20 - 24 Years,98
2012,Total Residents Outside The Labour Force,25 - 29 Years,27.4
2012,Total Residents Outside The Labour Force,30 - 34 Years,27.9
2012,Total Residents Outside The Labour Force,35 - 39 Years,36.2
2012,Total Residents Outside The Labour Force,40 - 44 Years,45.3
2012,Total Residents Outside The Labour Force,45 - 49 Years,50
