year,level_1,level_2,level_3,level_4,value
1995,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,0
1995,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,0.1
1995,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.1
1995,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.3
1995,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1995,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
1996,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
1996,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
1996,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,na
1996,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1996,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
1996,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
1996,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
1996,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,na
1996,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,na
1996,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1996,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
1997,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
1997,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
1997,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,na
1997,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1997,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
1997,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
1997,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
1997,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,na
1997,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,na
1997,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1997,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
1998,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
1998,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
1998,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,69.6
1998,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,31.3
1998,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.5
1998,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.4
1998,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.3
1998,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.2
1998,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.2
1998,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.4
1998,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.4
1998,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.9
1998,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11
1998,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.8
1998,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.2
1998,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.6
1998,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.7
1998,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.6
1998,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,5.9
1998,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.5
1998,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,2.3
1998,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.1
1998,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,0.6
1998,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.7
1998,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1998,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,na
1998,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Professional Services,na
1998,Employed Female Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,na
1998,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,0.4
1998,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,0.2
1998,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1998,Employed Female Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,All Industries (Employed Female Residents),Services,Business Services,Real Estate Services,na
1999,All Industries (Employed Female Residents),Services,Business Services,Professional Services,na
1999,All Industries (Employed Female Residents),Services,Business Services,Administrative & Support Services,na
1999,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Public Administration & Education,71.5
1999,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services",Health & Social Services,33.2
1999,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,All Industries (Employed Female Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,na
1999,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,na
1999,Employed Female Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,na
1999,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,1.5
1999,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.7
1999,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Employed Female Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,na
1999,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,na
1999,Employed Female Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,na
1999,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.7
1999,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.2
1999,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Employed Female Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,na
1999,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,na
1999,Employed Female Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,na
1999,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12.3
1999,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,4.5
1999,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Employed Female Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,na
1999,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,na
1999,Employed Female Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,na
1999,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.8
1999,Employed Female Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,5.4
